Date,Ticker,Adj Close,Close,High,Low,Open,Volume
2024-03-21,^DJI,39781.37109375,39781.37109375,39889.05078125,39589.23046875,39661.03125,408990000
2024-03-22,^DJI,39475.8984375,39475.8984375,39824.76171875,39469.53125,39774.05859375,332340000
2024-03-25,^DJI,39313.640625,39313.640625,39430.171875,39296.03125,39410.5390625,323670000
2024-03-26,^DJI,39282.328125,39282.328125,39439.44140625,39277.19140625,39338.3203125,306940000
2024-03-27,^DJI,39760.078125,39760.078125,39769.41015625,39461.98046875,39461.98046875,332190000
2024-03-28,^DJI,39807.37109375,39807.37109375,39868.58984375,39717.25,39763.73828125,360970000
2024-04-01,^DJI,39566.8515625,39566.8515625,39815.0,39491.21875,39807.9296875,269470000
2024-04-02,^DJI,39170.23828125,39170.23828125,39256.26953125,39051.69921875,39256.26953125,319590000
2024-04-03,^DJI,39127.140625,39127.140625,39305.76171875,39017.12890625,39139.58984375,364180000
2024-04-04,^DJI,38596.98046875,38596.98046875,39421.3515625,38559.421875,39343.6015625,356510000
2024-04-05,^DJI,38904.0390625,38904.0390625,39040.171875,38602.1796875,38664.98046875,317110000
2024-04-08,^DJI,38892.80078125,38892.80078125,39013.19921875,38857.69921875,38916.421875,291460000
2024-04-09,^DJI,38883.671875,38883.671875,38992.890625,38572.08984375,38983.66015625,328700000
2024-04-10,^DJI,38461.51171875,38461.51171875,38662.28125,38304.66015625,38662.28125,317580000
2024-04-11,^DJI,38459.078125,38459.078125,38598.98046875,38197.28125,38523.26171875,356640000
2024-04-12,^DJI,37983.23828125,37983.23828125,38319.140625,37877.30078125,38319.140625,440910000
2024-04-15,^DJI,37735.109375,37735.109375,38386.80859375,37657.7890625,38075.37890625,389170000
2024-04-16,^DJI,37798.96875,37798.96875,37992.21875,37713.69921875,37992.21875,339480000
2024-04-17,^DJI,37753.30859375,37753.30859375,38036.69921875,37611.55859375,37949.671875,314650000
2024-04-18,^DJI,37775.37890625,37775.37890625,38083.76171875,37681.51953125,37847.2109375,300230000
2024-04-19,^DJI,37986.3984375,37986.3984375,38102.5703125,37781.609375,37801.98046875,420460000
2024-04-22,^DJI,38239.98046875,38239.98046875,38447.16015625,37985.0703125,38116.890625,351650000
2024-04-23,^DJI,38503.69140625,38503.69140625,38561.5,38297.71875,38356.0703125,329420000
2024-04-24,^DJI,38460.921875,38460.921875,38552.7890625,38310.55078125,38552.7890625,337230000
2024-04-25,^DJI,38085.80078125,38085.80078125,38157.21875,37754.37890625,38052.08984375,408170000
2024-04-26,^DJI,38239.66015625,38239.66015625,38337.640625,38065.05078125,38114.69921875,398680000
2024-04-29,^DJI,38386.08984375,38386.08984375,38406.19921875,38215.46875,38282.16015625,343630000
2024-04-30,^DJI,37815.921875,37815.921875,38337.3984375,37810.12109375,38337.3984375,448480000
2024-05-01,^DJI,37903.2890625,37903.2890625,38349.19921875,37780.5390625,37845.55859375,413540000
2024-05-02,^DJI,38225.66015625,38225.66015625,38295.2890625,37895.66015625,38075.6484375,355910000
2024-05-03,^DJI,38675.6796875,38675.6796875,38808.51953125,38518.28125,38709.359375,410530000
2024-05-06,^DJI,38852.26953125,38852.26953125,38886.46875,38689.37890625,38762.4296875,315550000
2024-05-07,^DJI,38884.26171875,38884.26171875,38977.609375,38840.3984375,38858.94140625,360930000
2024-05-08,^DJI,39056.390625,39056.390625,39094.73828125,38814.98828125,38818.8984375,292340000
2024-05-09,^DJI,39387.76171875,39387.76171875,39413.66015625,38988.8515625,39064.26953125,303270000
2024-05-10,^DJI,39512.83984375,39512.83984375,39579.87890625,39406.26171875,39466.51953125,289480000
2024-05-13,^DJI,39431.51171875,39431.51171875,39647.390625,39403.05078125,39591.28125,323370000
2024-05-14,^DJI,39558.109375,39558.109375,39616.41015625,39371.921875,39466.76171875,320860000
2024-05-15,^DJI,39908.0,39908.0,39935.0390625,39615.1015625,39615.1015625,411190000
2024-05-16,^DJI,39869.37890625,39869.37890625,40051.05078125,39864.6796875,39912.33984375,400560000
2024-05-17,^DJI,40003.58984375,40003.58984375,40010.87890625,39858.859375,39911.71875,300260000
2024-05-20,^DJI,39806.76953125,39806.76953125,40077.3984375,39787.08984375,39989.76171875,272420000
2024-05-21,^DJI,39872.98828125,39872.98828125,39905.80078125,39778.73046875,39804.3984375,314120000
2024-05-22,^DJI,39671.0390625,39671.0390625,39890.91015625,39559.08984375,39863.328125,258430000
2024-05-23,^DJI,39065.26171875,39065.26171875,39694.94921875,39025.51171875,39694.94921875,335640000
2024-05-24,^DJI,39069.58984375,39069.58984375,39220.30859375,39020.2890625,39089.23046875,249810000
2024-05-28,^DJI,38852.859375,38852.859375,39028.98828125,38706.140625,39028.98828125,303340000
2024-05-29,^DJI,38441.5390625,38441.5390625,38716.28125,38413.671875,38716.28125,292280000
2024-05-30,^DJI,38111.48046875,38111.48046875,38493.6015625,38000.9609375,38368.3515625,360090000
2024-05-31,^DJI,38686.3203125,38686.3203125,38719.4296875,38092.26953125,38140.26171875,618200000
2024-06-03,^DJI,38571.03125,38571.03125,38735.609375,38247.21875,38709.98828125,314010000
2024-06-04,^DJI,38711.2890625,38711.2890625,38786.62109375,38397.8203125,38518.859375,304450000
2024-06-05,^DJI,38807.328125,38807.328125,38844.3203125,38548.76953125,38774.8203125,310970000
2024-06-06,^DJI,38886.171875,38886.171875,39004.16015625,38735.98828125,38825.3984375,269000000
2024-06-07,^DJI,38798.98828125,38798.98828125,39105.23046875,38751.8515625,38861.23828125,265850000
2024-06-10,^DJI,38868.0390625,38868.0390625,38877.859375,38665.44921875,38784.8984375,330580000
2024-06-11,^DJI,38747.421875,38747.421875,38795.7109375,38446.23828125,38795.7109375,383090000
2024-06-12,^DJI,38712.2109375,38712.2109375,39120.26171875,38621.44921875,38950.6484375,472280000
2024-06-13,^DJI,38647.1015625,38647.1015625,38712.2109375,38407.69921875,38677.12109375,341330000
2024-06-14,^DJI,38589.16015625,38589.16015625,38595.23828125,38305.8515625,38528.390625,272200000
2024-06-17,^DJI,38778.1015625,38778.1015625,38839.87890625,38431.94921875,38565.1796875,346190000
2024-06-18,^DJI,38834.859375,38834.859375,38936.9296875,38727.671875,38779.12109375,324260000
2024-06-20,^DJI,39134.76171875,39134.76171875,39232.5,38778.4609375,38804.73046875,397010000
2024-06-21,^DJI,39150.328125,39150.328125,39257.1796875,39061.671875,39208.51171875,818670000
2024-06-24,^DJI,39411.2109375,39411.2109375,39571.23046875,39184.48828125,39184.48828125,373940000
2024-06-25,^DJI,39112.16015625,39112.16015625,39423.26171875,38997.23046875,39398.7890625,339010000
2024-06-26,^DJI,39127.80078125,39127.80078125,39183.73828125,38908.98828125,39063.1484375,333100000
2024-06-27,^DJI,39164.05859375,39164.05859375,39250.69140625,39026.75,39107.1015625,338010000
2024-06-28,^DJI,39118.859375,39118.859375,39443.6015625,38937.1484375,39092.390625,679630000
2024-07-01,^DJI,39169.51953125,39169.51953125,39438.359375,39037.94140625,39186.19921875,346210000
2024-07-02,^DJI,39331.8515625,39331.8515625,39340.48828125,39085.69140625,39108.25,317380000
2024-07-03,^DJI,39308.0,39308.0,39411.171875,39230.859375,39358.94921875,202070000
2024-07-05,^DJI,39375.87109375,39375.87109375,39399.62109375,39168.69921875,39313.3984375,325230000
2024-07-08,^DJI,39344.7890625,39344.7890625,39654.9609375,39278.4296875,39391.98046875,358320000
2024-07-09,^DJI,39291.96875,39291.96875,39492.28125,39146.6015625,39357.37109375,361410000
2024-07-10,^DJI,39721.359375,39721.359375,39736.19921875,39256.71875,39272.44921875,334180000
2024-07-11,^DJI,39753.75,39753.75,39875.6015625,39623.12109375,39695.1796875,361530000
2024-07-12,^DJI,40000.8984375,40000.8984375,40257.23828125,39783.28125,39783.28125,325780000
2024-07-15,^DJI,40211.71875,40211.71875,40351.1015625,40136.1015625,40138.3984375,308880000
2024-07-16,^DJI,40954.48046875,40954.48046875,40988.80859375,40263.78125,40263.78125,306390000
2024-07-17,^DJI,41198.078125,41198.078125,41221.98046875,40849.7109375,40862.5703125,433450000
2024-07-18,^DJI,40665.01953125,40665.01953125,41376.0,40597.5,41156.55859375,393450000
2024-07-19,^DJI,40287.53125,40287.53125,40626.16015625,40203.26953125,40592.3515625,348530000
2024-07-22,^DJI,40415.44140625,40415.44140625,40472.53125,40222.76953125,40414.48828125,351670000
2024-07-23,^DJI,40358.08984375,40358.08984375,40527.890625,40319.69921875,40443.73046875,287390000
2024-07-24,^DJI,39853.87109375,39853.87109375,40258.44140625,39807.44921875,40210.62890625,394210000
2024-07-25,^DJI,39935.0703125,39935.0703125,40438.8203125,39817.5,39828.62890625,375790000
2024-07-26,^DJI,40589.33984375,40589.33984375,40753.828125,40140.859375,40140.859375,332070000
2024-07-29,^DJI,40539.9296875,40539.9296875,40682.48828125,40388.828125,40665.7109375,272200000
2024-07-30,^DJI,40743.328125,40743.328125,40866.25,40529.1015625,40622.12890625,350910000
2024-07-31,^DJI,40842.7890625,40842.7890625,41198.62890625,40655.890625,40768.87890625,420090000
2024-08-01,^DJI,40347.96875,40347.96875,41096.66015625,40098.5703125,40916.9609375,472030000
2024-08-02,^DJI,39737.26171875,39737.26171875,40075.328125,39358.6796875,40075.328125,827820000
2024-08-05,^DJI,38703.26953125,38703.26953125,39056.19140625,38499.26953125,39056.19140625,661280000
2024-08-06,^DJI,38997.66015625,38997.66015625,39449.53125,38638.30078125,38736.21875,462650000
2024-08-07,^DJI,38763.44921875,38763.44921875,39477.9609375,38731.51171875,39230.08984375,428250000
2024-08-08,^DJI,39446.48828125,39446.48828125,39508.3984375,38922.7890625,38940.37890625,376440000
2024-08-09,^DJI,39497.5390625,39497.5390625,39628.66015625,39230.4296875,39408.05859375,316320000
2024-08-12,^DJI,39357.01171875,39357.01171875,39587.05859375,39251.71875,39556.01171875,312380000
2024-08-13,^DJI,39765.640625,39765.640625,39792.80078125,39392.41015625,39445.26953125,365560000
2024-08-14,^DJI,40008.390625,40008.390625,40068.75,39737.19921875,39800.58984375,317800000
2024-08-15,^DJI,40563.05859375,40563.05859375,40590.51171875,40295.73828125,40295.73828125,446850000
2024-08-16,^DJI,40659.76171875,40659.76171875,40726.03125,40453.578125,40528.859375,323210000
2024-08-19,^DJI,40896.53125,40896.53125,40907.3203125,40670.828125,40670.828125,283890000
2024-08-20,^DJI,40834.96875,40834.96875,40909.37890625,40756.6484375,40874.51953125,299380000
2024-08-21,^DJI,40890.48828125,40890.48828125,40974.3984375,40738.4296875,40881.03125,281460000
2024-08-22,^DJI,40712.78125,40712.78125,41026.640625,40584.46875,40932.23046875,310470000
2024-08-23,^DJI,41175.078125,41175.078125,41207.921875,40842.9609375,40879.12109375,300080000
2024-08-26,^DJI,41240.51953125,41240.51953125,41420.05078125,41140.23046875,41200.83984375,249300000
2024-08-27,^DJI,41250.5,41250.5,41271.75,41109.421875,41186.28125,256160000
2024-08-28,^DJI,41091.421875,41091.421875,41351.109375,40842.2890625,41250.171875,272170000
2024-08-29,^DJI,41335.05078125,41335.05078125,41577.96875,41086.80859375,41345.5,309820000
2024-08-30,^DJI,41563.078125,41563.078125,41585.2109375,41145.8515625,41366.16015625,494900000
2024-09-03,^DJI,40936.9296875,40936.9296875,41489.671875,40778.08984375,41489.671875,420530000
2024-09-04,^DJI,40974.96875,40974.96875,41172.58984375,40840.890625,40872.05859375,359380000
2024-09-05,^DJI,40755.75,40755.75,41084.78125,40519.078125,41056.328125,331250000
2024-09-06,^DJI,40345.41015625,40345.41015625,41009.390625,40297.328125,40756.80859375,370440000
2024-09-09,^DJI,40829.58984375,40829.58984375,41000.23828125,40518.05859375,40555.109375,376720000
2024-09-10,^DJI,40736.9609375,40736.9609375,40916.5,40417.48046875,40916.5,360950000
2024-09-11,^DJI,40861.7109375,40861.7109375,40903.6796875,39993.0703125,40638.76171875,356040000
2024-09-12,^DJI,41096.76953125,41096.76953125,41107.3515625,40665.53125,40862.109375,289300000
2024-09-13,^DJI,41393.78125,41393.78125,41533.83984375,41128.69921875,41153.69921875,276800000
2024-09-16,^DJI,41622.078125,41622.078125,41733.96875,41435.171875,41435.171875,408670000
2024-09-17,^DJI,41606.1796875,41606.1796875,41835.28125,41470.69140625,41723.78125,448610000
2024-09-18,^DJI,41503.1015625,41503.1015625,41981.96875,41449.0,41628.91015625,383600000
2024-09-19,^DJI,42025.19140625,42025.19140625,42160.91015625,41832.08984375,41972.55859375,429760000
2024-09-20,^DJI,42063.359375,42063.359375,42138.41015625,41865.94921875,41959.4296875,1207660000
2024-09-23,^DJI,42124.6484375,42124.6484375,42190.05078125,42012.21875,42060.3984375,455200000
2024-09-24,^DJI,42208.21875,42208.21875,42281.05859375,42056.8203125,42234.98828125,401020000
2024-09-25,^DJI,41914.75,41914.75,42299.640625,41859.73046875,42236.08984375,374960000
2024-09-26,^DJI,42175.109375,42175.109375,42224.1484375,42036.28125,42113.421875,353600000
2024-09-27,^DJI,42313.0,42313.0,42628.3203125,42227.94921875,42227.94921875,329840000
2024-09-30,^DJI,42330.1484375,42330.1484375,42347.66015625,41929.0703125,42289.75,354430000
2024-10-01,^DJI,42156.96875,42156.96875,42322.359375,41945.62890625,42262.96875,380240000
2024-10-02,^DJI,42196.51953125,42196.51953125,42259.51953125,41968.7890625,42125.140625,301760000
2024-10-03,^DJI,42011.58984375,42011.58984375,42125.83984375,41847.80859375,42099.53125,267260000
2024-10-04,^DJI,42352.75,42352.75,42361.37890625,41972.109375,42248.26171875,296550000
2024-10-07,^DJI,41954.23828125,41954.23828125,42293.640625,41831.73828125,42289.51171875,307230000
2024-10-08,^DJI,42080.37109375,42080.37109375,42128.55859375,41874.71875,42022.6484375,284500000
2024-10-09,^DJI,42512.0,42512.0,42562.01171875,41993.3515625,42070.3203125,267400000
2024-10-10,^DJI,42454.12109375,42454.12109375,42511.37109375,42308.0390625,42511.37109375,245570000
2024-10-11,^DJI,42863.859375,42863.859375,42899.75,42507.53125,42507.53125,265330000
2024-10-14,^DJI,43065.21875,43065.21875,43139.0,42707.140625,42800.890625,240050000
2024-10-15,^DJI,42740.421875,42740.421875,43277.78125,42703.171875,43240.171875,360880000
2024-10-16,^DJI,43077.69921875,43077.69921875,43100.83984375,42692.37109375,42706.48828125,297510000
2024-10-17,^DJI,43239.05078125,43239.05078125,43289.76171875,43119.80859375,43119.80859375,267370000
2024-10-18,^DJI,43275.91015625,43275.91015625,43325.08984375,43036.3515625,43187.12109375,295500000
2024-10-21,^DJI,42931.6015625,42931.6015625,43310.87109375,42877.5703125,43222.2109375,273590000
2024-10-22,^DJI,42924.890625,42924.890625,43041.05078125,42718.26171875,42876.83984375,335200000
2024-10-23,^DJI,42514.94921875,42514.94921875,42834.3984375,42293.171875,42834.3984375,356610000
2024-10-24,^DJI,42374.359375,42374.359375,42522.55078125,42191.828125,42522.55078125,282680000
2024-10-25,^DJI,42114.3984375,42114.3984375,42594.640625,42051.390625,42477.51171875,314000000
2024-10-28,^DJI,42387.5703125,42387.5703125,42476.4609375,42264.5390625,42264.5390625,284770000
2024-10-29,^DJI,42233.05078125,42233.05078125,42491.859375,42171.6484375,42323.48046875,373550000
2024-10-30,^DJI,42141.5390625,42141.5390625,42457.921875,42141.5390625,42249.80859375,377420000
2024-10-31,^DJI,41763.4609375,41763.4609375,41991.91015625,41704.62890625,41956.33984375,497370000
2024-11-01,^DJI,42052.19140625,42052.19140625,42326.30859375,41869.8203125,41869.8203125,531350000
2024-11-04,^DJI,41794.6015625,41794.6015625,42035.87109375,41647.30078125,42004.66015625,341500000
2024-11-05,^DJI,42221.87890625,42221.87890625,42258.83984375,41766.9609375,41835.48828125,283990000
2024-11-06,^DJI,43729.9296875,43729.9296875,43778.78125,42850.3984375,42850.3984375,550400000
2024-11-07,^DJI,43729.33984375,43729.33984375,43823.1015625,43641.921875,43718.921875,437510000
2024-11-08,^DJI,43988.98828125,43988.98828125,44157.2890625,43733.859375,43768.53125,454570000
2024-11-11,^DJI,44293.12890625,44293.12890625,44486.69921875,44057.6484375,44057.6484375,451940000
2024-11-12,^DJI,43910.98046875,43910.98046875,44405.73046875,43887.26953125,44359.2109375,482720000
2024-11-13,^DJI,43958.19140625,43958.19140625,44141.328125,43829.98046875,43880.4609375,500190000
2024-11-14,^DJI,43750.859375,43750.859375,44080.78125,43704.8203125,44032.37890625,545090000
2024-11-15,^DJI,43444.98828125,43444.98828125,43647.53125,43350.4296875,43587.9296875,664320000
2024-11-18,^DJI,43389.6015625,43389.6015625,43505.66015625,43297.5703125,43431.890625,527180000
2024-11-19,^DJI,43268.94140625,43268.94140625,43380.96875,42938.87109375,43243.26953125,497970000
2024-11-20,^DJI,43408.46875,43408.46875,43465.76953125,43074.859375,43296.05078125,559010000
2024-11-21,^DJI,43870.3515625,43870.3515625,44020.30859375,43345.578125,43538.69921875,712120000
2024-11-22,^DJI,44296.51171875,44296.51171875,44323.94921875,43871.62890625,43871.62890625,533010000
2024-11-25,^DJI,44736.5703125,44736.5703125,44815.671875,44385.48828125,44385.48828125,826660000
2024-11-26,^DJI,44860.30859375,44860.30859375,44903.01171875,44426.66015625,44614.890625,476170000
2024-11-27,^DJI,44722.05859375,44722.05859375,45003.05859375,44690.23046875,44837.75,451360000
2024-11-29,^DJI,44910.6484375,44910.6484375,45071.2890625,44760.05078125,44760.05078125,319210000
2024-12-02,^DJI,44782.0,44782.0,45001.66015625,44710.16015625,44925.859375,439740000
2024-12-03,^DJI,44705.53125,44705.53125,44914.6796875,44574.78125,44769.578125,429130000
2024-12-04,^DJI,45014.0390625,45014.0390625,45073.62890625,44799.73828125,44941.05078125,554420000
2024-12-05,^DJI,44765.7109375,44765.7109375,45059.94140625,44747.140625,45038.44140625,457340000
2024-12-06,^DJI,44642.51953125,44642.51953125,44923.73828125,44596.4609375,44824.2890625,466910000
2024-12-09,^DJI,44401.9296875,44401.9296875,44728.51171875,44382.828125,44637.96875,503920000
2024-12-10,^DJI,44247.828125,44247.828125,44470.83984375,44186.66015625,44291.5703125,482660000
2024-12-11,^DJI,44148.55859375,44148.55859375,44376.1796875,44135.73828125,44300.41015625,512650000
2024-12-12,^DJI,43914.12109375,43914.12109375,44208.6015625,43903.26953125,44168.66015625,396050000
2024-12-13,^DJI,43828.05859375,43828.05859375,44054.23046875,43790.48046875,43929.1484375,455380000
2024-12-16,^DJI,43717.48046875,43717.48046875,43951.578125,43686.8515625,43825.76171875,579350000
2024-12-17,^DJI,43449.8984375,43449.8984375,43656.46875,43336.21875,43656.46875,593670000
2024-12-18,^DJI,42326.87109375,42326.87109375,43688.96875,42300.0390625,43459.71875,627570000
2024-12-19,^DJI,42342.23828125,42342.23828125,42787.8515625,42334.12890625,42464.12890625,560200000
2024-12-20,^DJI,42840.26171875,42840.26171875,43216.03125,42146.328125,42296.26171875,1121300000
2024-12-23,^DJI,42906.94921875,42906.94921875,42957.7890625,42516.87109375,42800.48828125,449390000
2024-12-24,^DJI,43297.03125,43297.03125,43297.6484375,42871.76171875,42916.48046875,230410000
2024-12-26,^DJI,43325.80078125,43325.80078125,43373.98046875,43115.08984375,43201.8515625,270350000
2024-12-27,^DJI,42992.2109375,42992.2109375,43238.8515625,42761.55859375,43142.37109375,376960000
2024-12-30,^DJI,42573.73046875,42573.73046875,42863.859375,42263.51171875,42863.859375,383300000
2024-12-31,^DJI,42544.21875,42544.21875,42779.69140625,42421.2890625,42636.69921875,359210000
2025-01-02,^DJI,42392.26953125,42392.26953125,42905.08984375,42174.80078125,42660.08984375,459850000
2025-01-03,^DJI,42732.12890625,42732.12890625,42782.76171875,42436.921875,42495.76171875,455810000
2025-01-06,^DJI,42706.55859375,42706.55859375,43115.30859375,42611.16015625,42835.51953125,557040000
2025-01-07,^DJI,42528.359375,42528.359375,42931.5390625,42380.75,42809.7109375,621630000
2025-01-08,^DJI,42635.19921875,42635.19921875,42656.21875,42327.7890625,42542.1015625,463430000
2025-01-10,^DJI,41938.44921875,41938.44921875,42540.2890625,41877.30078125,42540.2890625,543810000
2025-01-13,^DJI,42297.12109375,42297.12109375,42319.6015625,41844.890625,41924.6796875,500190000
2025-01-14,^DJI,42518.28125,42518.28125,42544.5703125,42157.03125,42366.421875,454650000
2025-01-15,^DJI,43221.55078125,43221.55078125,43323.48828125,42927.76171875,42927.76171875,479110000
2025-01-16,^DJI,43153.12890625,43153.12890625,43294.80859375,43081.75,43290.25,504270000
2025-01-17,^DJI,43487.828125,43487.828125,43653.25,43312.55078125,43312.55078125,554870000
2025-01-21,^DJI,44025.80859375,44025.80859375,44050.12890625,43528.6484375,43528.6484375,592210000
2025-01-22,^DJI,44156.73046875,44156.73046875,44208.33984375,44042.109375,44178.05859375,588430000
2025-01-23,^DJI,44565.0703125,44565.0703125,44565.26171875,44113.55078125,44113.55078125,444180000
2025-01-24,^DJI,44424.25,44424.25,44545.51953125,44332.21875,44533.75,532230000
2025-01-27,^DJI,44713.578125,44713.578125,44727.8515625,44026.26953125,44148.83984375,1230150000
2025-01-28,^DJI,44850.3515625,44850.3515625,44976.3515625,44621.9609375,44756.359375,915110000
2025-01-29,^DJI,44713.51953125,44713.51953125,44962.578125,44579.1015625,44819.55078125,695190000
2025-01-30,^DJI,44882.12890625,44882.12890625,45008.75,44548.69140625,44548.69140625,714080000
2025-01-31,^DJI,44544.66015625,44544.66015625,45054.359375,44507.21875,45054.359375,768530000
2025-02-03,^DJI,44421.91015625,44421.91015625,44594.5390625,43879.05859375,44268.1484375,712890000
2025-02-04,^DJI,44556.0390625,44556.0390625,44597.7109375,44328.51953125,44469.4609375,561360000
2025-02-05,^DJI,44873.28125,44873.28125,44886.87890625,44352.98828125,44563.62890625,552040000
2025-02-06,^DJI,44747.62890625,44747.62890625,44966.62890625,44545.26953125,44949.19140625,542250000
2025-02-07,^DJI,44303.3984375,44303.3984375,44857.109375,44279.78125,44762.5703125,552510000
2025-02-10,^DJI,44470.41015625,44470.41015625,44622.19140625,44301.421875,44396.921875,494600000
2025-02-11,^DJI,44593.6484375,44593.6484375,44640.6015625,44319.51171875,44401.37890625,453440000
2025-02-12,^DJI,44368.55859375,44368.55859375,44467.2109375,44104.48046875,44357.69921875,444470000
2025-02-13,^DJI,44711.4296875,44711.4296875,44768.26171875,44366.62109375,44425.94140625,513960000
2025-02-14,^DJI,44546.078125,44546.078125,44769.05078125,44498.9609375,44720.98828125,474570000
2025-02-18,^DJI,44556.33984375,44556.33984375,44602.01953125,44319.3203125,44583.91015625,551790000
2025-02-19,^DJI,44627.58984375,44627.58984375,44636.19140625,44312.6484375,44478.12109375,438880000
2025-02-20,^DJI,44176.6484375,44176.6484375,44561.109375,43950.16015625,44561.109375,448500000
2025-02-21,^DJI,43428.01953125,43428.01953125,43959.73046875,43349.328125,43820.12890625,622550000
2025-02-24,^DJI,43461.2109375,43461.2109375,43699.1484375,43343.671875,43493.12109375,615500000
2025-02-25,^DJI,43621.16015625,43621.16015625,43767.73828125,43282.98046875,43509.73828125,641310000
2025-02-26,^DJI,43433.12109375,43433.12109375,43866.5,43318.9296875,43635.421875,590270000
2025-02-27,^DJI,43239.5,43239.5,43884.19140625,43224.53125,43516.44140625,739620000
2025-02-28,^DJI,43840.91015625,43840.91015625,43873.55078125,43100.87109375,43259.83984375,782170000
2025-03-03,^DJI,43191.23828125,43191.23828125,44033.78125,42919.30859375,43900.48828125,731560000
2025-03-04,^DJI,42520.98828125,42520.98828125,43084.0,42347.75,43040.30078125,815780000
2025-03-05,^DJI,43006.58984375,43006.58984375,43135.921875,42418.73046875,42518.37109375,582350000
